Level	Rule Name	Subject	Property	Value
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C61410	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C62596	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C63923	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C65047	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C66737	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C66738	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C66830	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C67152	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C67154	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C67497	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C77526	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C77808	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C78735	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C81222	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C85492	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C89506	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C90259	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/NCIT_C99147	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/chebi#1_STAR	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/chebi#2_STAR	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/chebi#3_STAR	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_AGR_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_FlyBase_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_GXD_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_MGI_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_RAD_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#DO_rare_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/doid#NCIthesaurus	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#gocheck_do_not_annotate	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#gocheck_do_not_manually_annotate	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_agr	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_aspergillus	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_candida	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_chembl	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_drosophila	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_flybase_ribbon	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_generic	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_metagenomics	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_mouse	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_pir	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_plant	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_pombe	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_synapse	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/go#goslim_yeast	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/hp#hposlim_core	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mi#PSI-MI_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mod#PSI-MOD-slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mondo#clingen	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mondo#gard_rare	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mondo#metaclass	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mondo#ordo_disease	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/mondo#predisposition	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/pato#attribute_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/pato#mpath_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/pato#scalar_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/pato#value_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/so#SOFA	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#cumbo	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#efo_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#grouping_class	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#major_organ	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#non_informative	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#organ_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#pheno_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#uberon_slim	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#upper_level	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/uberon/core#vertebrate_core	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/valid_for_go_annotation_extension	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/valid_for_go_ontology	rdfs:subPropertyOf	
WARN	missing_subset_declaration	http://purl.oboInOwllibrary.org/oboInOwl/valid_for_gocam	rdfs:subPropertyOf	
WARN	duplicate_label_synonym	CHEBI:13705	oboInOwl:hasExactSynonym	acetoacetate
WARN	duplicate_label_synonym	CHEBI:15354	oboInOwl:hasExactSynonym	choline
WARN	duplicate_label_synonym	CHEBI:15355	oboInOwl:hasExactSynonym	acetylcholine
WARN	duplicate_label_synonym	CHEBI:15356	oboInOwl:hasExactSynonym	cysteine
WARN	duplicate_label_synonym	CHEBI:15361	oboInOwl:hasExactSynonym	pyruvate
WARN	duplicate_label_synonym	CHEBI:15377	oboInOwl:hasExactSynonym	water
WARN	duplicate_label_synonym	CHEBI:15380	oboInOwl:hasExactSynonym	succinyl-CoA
WARN	duplicate_label_synonym	CHEBI:15440	oboInOwl:hasExactSynonym	squalene
WARN	duplicate_label_synonym	CHEBI:15784	oboInOwl:hasExactSynonym	N-acetyl-D-glucosamine 6-phosphate
WARN	duplicate_label_synonym	CHEBI:16091	oboInOwl:hasExactSynonym	dolichol
WARN	duplicate_label_synonym	CHEBI:16113	oboInOwl:hasExactSynonym	cholesterol
WARN	duplicate_label_synonym	CHEBI:16189	oboInOwl:hasExactSynonym	sulfate
WARN	duplicate_label_synonym	CHEBI:16240	oboInOwl:hasExactSynonym	hydrogen peroxide
WARN	duplicate_label_synonym	CHEBI:16474	oboInOwl:hasExactSynonym	NADPH
WARN	duplicate_label_synonym	CHEBI:16521	oboInOwl:hasExactSynonym	lanosterol
WARN	duplicate_label_synonym	CHEBI:16796	oboInOwl:hasExactSynonym	melatonin
WARN	duplicate_label_synonym	CHEBI:16811	oboInOwl:hasExactSynonym	methionine
WARN	duplicate_label_synonym	CHEBI:16828	oboInOwl:hasExactSynonym	L-tryptophan
WARN	duplicate_label_synonym	CHEBI:16865	oboInOwl:hasExactSynonym	gamma-aminobutyric acid
WARN	duplicate_label_synonym	CHEBI:16908	oboInOwl:hasExactSynonym	NADH
WARN	duplicate_label_synonym	CHEBI:17230	oboInOwl:hasExactSynonym	homocysteine
WARN	duplicate_label_synonym	CHEBI:17234	oboInOwl:hasExactSynonym	glucose
WARN	duplicate_label_synonym	CHEBI:17347	oboInOwl:hasExactSynonym	testosterone
WARN	duplicate_label_synonym	CHEBI:17359	oboInOwl:hasExactSynonym	sulfite
WARN	duplicate_label_synonym	CHEBI:17478	oboInOwl:hasExactSynonym	aldehyde
WARN	duplicate_label_synonym	CHEBI:176842	oboInOwl:hasExactSynonym	vitamin B9
WARN	duplicate_label_synonym	CHEBI:176843	oboInOwl:hasExactSynonym	vitamin B12
WARN	duplicate_label_synonym	CHEBI:17996	oboInOwl:hasExactSynonym	chloride
WARN	duplicate_label_synonym	CHEBI:18022	oboInOwl:hasExactSynonym	thiocyanate
WARN	duplicate_label_synonym	CHEBI:18211	oboInOwl:hasExactSynonym	citrulline
WARN	duplicate_label_synonym	CHEBI:18379	oboInOwl:hasExactSynonym	nitrile
WARN	duplicate_label_synonym	CHEBI:18420	oboInOwl:hasExactSynonym	magnesium(2+)
WARN	duplicate_label_synonym	CHEBI:18421	oboInOwl:hasExactSynonym	superoxide
WARN	duplicate_label_synonym	CHEBI:23019	oboInOwl:hasExactSynonym	carbonyl group
WARN	duplicate_label_synonym	CHEBI:23053	oboInOwl:hasExactSynonym	catechin
WARN	duplicate_label_synonym	CHEBI:23367	oboInOwl:hasExactSynonym	molecular entity
WARN	duplicate_label_synonym	CHEBI:23888	IAO:0000118	drug
WARN	duplicate_label_synonym	CHEBI:23924	oboInOwl:hasExactSynonym	enzyme inhibitor
WARN	duplicate_label_synonym	CHEBI:24062	oboInOwl:hasExactSynonym	fluorine molecular entity
WARN	duplicate_label_synonym	CHEBI:24431	oboInOwl:hasExactSynonym	chemical entity
WARN	duplicate_label_synonym	CHEBI:24433	oboInOwl:hasExactSynonym	group
WARN	duplicate_label_synonym	CHEBI:24471	oboInOwl:hasExactSynonym	halogen molecular entity
WARN	duplicate_label_synonym	CHEBI:24833	oboInOwl:hasExactSynonym	oxoacid
WARN	duplicate_label_synonym	CHEBI:24870	oboInOwl:hasExactSynonym	ion
WARN	duplicate_label_synonym	CHEBI:24913	oboInOwl:hasExactSynonym	isoprenoid
WARN	duplicate_label_synonym	CHEBI:25000	oboInOwl:hasExactSynonym	lactone
WARN	duplicate_label_synonym	CHEBI:25029	oboInOwl:hasExactSynonym	leukotriene
WARN	duplicate_label_synonym	CHEBI:25367	oboInOwl:hasExactSynonym	molecule
WARN	duplicate_label_synonym	CHEBI:25681	oboInOwl:hasExactSynonym	omega-3 fatty acid
WARN	duplicate_label_synonym	CHEBI:25698	oboInOwl:hasExactSynonym	ether
WARN	duplicate_label_synonym	CHEBI:25703	oboInOwl:hasExactSynonym	organic phosphate
WARN	duplicate_label_synonym	CHEBI:25710	oboInOwl:hasExactSynonym	organophosphorus compound
WARN	duplicate_label_synonym	CHEBI:25806	oboInOwl:hasExactSynonym	oxygen molecular entity
WARN	duplicate_label_synonym	CHEBI:25900	oboInOwl:hasExactSynonym	aldopentose phosphate
WARN	duplicate_label_synonym	CHEBI:25941	oboInOwl:hasExactSynonym	peroxynitrite
WARN	duplicate_label_synonym	CHEBI:26167	oboInOwl:hasExactSynonym	polar amino acid
WARN	duplicate_label_synonym	CHEBI:26562	oboInOwl:hasExactSynonym	ribose phosphate
WARN	duplicate_label_synonym	CHEBI:26835	oboInOwl:hasExactSynonym	sulfur molecular entity
WARN	duplicate_label_synonym	CHEBI:28115	oboInOwl:hasExactSynonym	methylcobalamin
WARN	duplicate_label_synonym	CHEBI:28300	oboInOwl:hasExactSynonym	glutamine
WARN	duplicate_label_synonym	CHEBI:28839	oboInOwl:hasExactSynonym	3-disulfanyl-L-alanine
WARN	duplicate_label_synonym	CHEBI:29016	oboInOwl:hasExactSynonym	arginine
WARN	duplicate_label_synonym	CHEBI:29033	oboInOwl:hasExactSynonym	iron(2+)
WARN	duplicate_label_synonym	CHEBI:29101	oboInOwl:hasExactSynonym	sodium(1+)
WARN	duplicate_label_synonym	CHEBI:29103	oboInOwl:hasExactSynonym	potassium(1+)
WARN	duplicate_label_synonym	CHEBI:29105	oboInOwl:hasExactSynonym	zinc(2+)
WARN	duplicate_label_synonym	CHEBI:29108	oboInOwl:hasExactSynonym	calcium(2+)
WARN	duplicate_label_synonym	CHEBI:29191	oboInOwl:hasExactSynonym	hydroxyl
WARN	duplicate_label_synonym	CHEBI:30089	oboInOwl:hasExactSynonym	acetate
WARN	duplicate_label_synonym	CHEBI:31296	oboInOwl:hasExactSynonym	Blonanserin
WARN	duplicate_label_synonym	CHEBI:33234	oboInOwl:hasExactSynonym	vitamin E
WARN	duplicate_label_synonym	CHEBI:33250	oboInOwl:hasExactSynonym	atom
WARN	duplicate_label_synonym	CHEBI:33256	oboInOwl:hasExactSynonym	primary amide
WARN	duplicate_label_synonym	CHEBI:33261	oboInOwl:hasExactSynonym	organosulfur compound
WARN	duplicate_label_synonym	CHEBI:33302	oboInOwl:hasExactSynonym	pnictogen molecular entity
WARN	duplicate_label_synonym	CHEBI:33304	oboInOwl:hasExactSynonym	chalcogen molecular entity
WARN	duplicate_label_synonym	CHEBI:33447	oboInOwl:hasExactSynonym	phospho sugar
WARN	duplicate_label_synonym	CHEBI:33575	oboInOwl:hasExactSynonym	carboxylic acid
WARN	duplicate_label_synonym	CHEBI:33582	oboInOwl:hasExactSynonym	carbon group molecular entity
WARN	duplicate_label_synonym	CHEBI:33597	oboInOwl:hasExactSynonym	homocyclic compound
WARN	duplicate_label_synonym	CHEBI:33598	oboInOwl:hasExactSynonym	carbocyclic compound
WARN	duplicate_label_synonym	CHEBI:33670	oboInOwl:hasExactSynonym	heteromonocyclic compound
WARN	duplicate_label_synonym	CHEBI:33674	oboInOwl:hasExactSynonym	s-block molecular entity
WARN	duplicate_label_synonym	CHEBI:33697	oboInOwl:hasExactSynonym	ribonucleic acid
WARN	duplicate_label_synonym	CHEBI:33839	oboInOwl:hasExactSynonym	macromolecule
WARN	duplicate_label_synonym	CHEBI:33853	oboInOwl:hasExactSynonym	phenols
WARN	duplicate_label_synonym	CHEBI:35222	oboInOwl:hasExactSynonym	inhibitor
WARN	duplicate_label_synonym	CHEBI:35850	oboInOwl:hasExactSynonym	sulfone
WARN	duplicate_label_synonym	CHEBI:36005	oboInOwl:hasExactSynonym	docosahexaenoic acid
WARN	duplicate_label_synonym	CHEBI:36009	oboInOwl:hasExactSynonym	omega-6 fatty acid
WARN	duplicate_label_synonym	CHEBI:36359	oboInOwl:hasExactSynonym	phosphorus oxoacid derivative
WARN	duplicate_label_synonym	CHEBI:36820	oboInOwl:hasExactSynonym	ring assembly
WARN	duplicate_label_synonym	CHEBI:36962	oboInOwl:hasExactSynonym	organochalcogen compound
WARN	duplicate_label_synonym	CHEBI:36963	oboInOwl:hasExactSynonym	organooxygen compound
WARN	duplicate_label_synonym	CHEBI:37143	oboInOwl:hasExactSynonym	organofluorine compound
WARN	duplicate_label_synonym	CHEBI:37555	oboInOwl:hasExactSynonym	omega-carboxyacyl-CoA
WARN	duplicate_label_synonym	CHEBI:3962	oboInOwl:hasExactSynonym	curcumin
WARN	duplicate_label_synonym	CHEBI:40303	oboInOwl:hasExactSynonym	lovastatin
WARN	duplicate_label_synonym	CHEBI:42944	oboInOwl:hasExactSynonym	galanthamine
WARN	duplicate_label_synonym	CHEBI:4353	oboInOwl:hasExactSynonym	Decursin
WARN	duplicate_label_synonym	CHEBI:48705	oboInOwl:hasExactSynonym	agonist
WARN	duplicate_label_synonym	CHEBI:48706	oboInOwl:hasExactSynonym	antagonist
WARN	duplicate_label_synonym	CHEBI:49552	oboInOwl:hasExactSynonym	copper(1+)
WARN	duplicate_label_synonym	CHEBI:49713	oboInOwl:hasExactSynonym	lithium(1+)
WARN	duplicate_label_synonym	CHEBI:506227	oboInOwl:hasExactSynonym	N-acetyl-D-glucosamine
WARN	duplicate_label_synonym	CHEBI:5417	oboInOwl:hasExactSynonym	glucosamine
WARN	duplicate_label_synonym	CHEBI:5445	oboInOwl:hasExactSynonym	glyceraldehyde
WARN	duplicate_label_synonym	CHEBI:566274	oboInOwl:hasExactSynonym	malonaldehyde
WARN	duplicate_label_synonym	CHEBI:64073	oboInOwl:hasExactSynonym	exendin-4
WARN	duplicate_label_synonym	CHEBI:6498	oboInOwl:hasExactSynonym	lipoxin A4
WARN	duplicate_label_synonym	CHEBI:6538	oboInOwl:hasExactSynonym	Loratadine
WARN	duplicate_label_synonym	CHEBI:6539	oboInOwl:hasExactSynonym	Lorazepam
WARN	duplicate_label_synonym	CHEBI:6690	oboInOwl:hasExactSynonym	Maprotiline
WARN	duplicate_label_synonym	CHEBI:6960	oboInOwl:hasExactSynonym	Moexipril
WARN	duplicate_label_synonym	CHEBI:7476	oboInOwl:hasExactSynonym	naproxen
WARN	duplicate_label_synonym	CHEBI:7494	oboInOwl:hasExactSynonym	nefazodone
WARN	duplicate_label_synonym	CHEBI:8060	oboInOwl:hasExactSynonym	Phenelzine
WARN	duplicate_label_synonym	CHEBI:8212	oboInOwl:hasExactSynonym	pimozide
WARN	duplicate_label_synonym	CHEBI:86269	oboInOwl:hasExactSynonym	3-nitrotyrosine
WARN	duplicate_label_synonym	CHEBI:8665	oboInOwl:hasExactSynonym	Pyridostigmine
WARN	duplicate_label_synonym	CHEBI:8871	oboInOwl:hasExactSynonym	risperidone
WARN	duplicate_label_synonym	CHEBI:9435	oboInOwl:hasExactSynonym	Temazepam
WARN	duplicate_label_synonym	CL:0000598	oboInOwl:hasExactSynonym	pyramidal neuron
WARN	duplicate_label_synonym	CMO:0000000	oboInOwl:hasExactSynonym	clinical measurement
WARN	duplicate_label_synonym	GO:0007610	oboInOwl:hasExactSynonym	behavior
WARN	duplicate_label_synonym	HP:0000707	oboInOwl:hasExactSynonym	Abnormality of the nervous system
WARN	duplicate_label_synonym	HP:0000751	oboInOwl:hasExactSynonym	Personality changes
WARN	duplicate_label_synonym	HP:0002013	oboInOwl:hasExactSynonym	Vomiting
WARN	duplicate_label_synonym	HP:0012393	oboInOwl:hasExactSynonym	Allergy
WARN	duplicate_label_synonym	HP:0012639	oboInOwl:hasExactSynonym	Abnormal nervous system morphology
WARN	duplicate_label_synonym	IDOMAL:0000581	IAO:0000118	C3b
WARN	duplicate_label_synonym	MOD:00719	oboInOwl:hasExactSynonym	L-methionine sulfoxide
WARN	duplicate_label_synonym	MONDO:0000839	oboInOwl:hasExactSynonym	congenital abnormality
WARN	duplicate_label_synonym	MONDO:0002046	oboInOwl:hasExactSynonym	alcohol abuse
WARN	duplicate_label_synonym	MONDO:0002251	oboInOwl:hasExactSynonym	hepatitis
WARN	duplicate_label_synonym	MONDO:0004335	oboInOwl:hasExactSynonym	digestive system disease
WARN	duplicate_label_synonym	MONDO:0005151	oboInOwl:hasExactSynonym	endocrine system disease
WARN	duplicate_label_synonym	MONDO:0007089	oboInOwl:hasExactSynonym	Alzheimer disease 2
WARN	duplicate_label_synonym	MONDO:0010022	oboInOwl:hasExactSynonym	senile plaque formation
WARN	duplicate_label_synonym	MONDO:0010422	oboInOwl:hasExactSynonym	Alzheimer disease 16
WARN	duplicate_label_synonym	MONDO:0010783	oboInOwl:hasExactSynonym	Alzheimer disease, susceptibility to, mitochondrial
WARN	duplicate_label_synonym	MONDO:0011194	oboInOwl:hasExactSynonym	Alzheimer disease 5
WARN	duplicate_label_synonym	MONDO:0011401	oboInOwl:hasExactSynonym	Alzheimer disease without neurofibrillary tangles
WARN	duplicate_label_synonym	MONDO:0011513	oboInOwl:hasExactSynonym	Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology
WARN	duplicate_label_synonym	MONDO:0011561	oboInOwl:hasExactSynonym	Alzheimer disease 6
WARN	duplicate_label_synonym	MONDO:0011647	oboInOwl:hasExactSynonym	Alzheimer disease 7
WARN	duplicate_label_synonym	MONDO:0011743	oboInOwl:hasExactSynonym	Alzheimer disease 4
WARN	duplicate_label_synonym	MONDO:0011777	oboInOwl:hasExactSynonym	Alzheimer disease 8
WARN	duplicate_label_synonym	MONDO:0011913	oboInOwl:hasExactSynonym	Alzheimer disease 3
WARN	duplicate_label_synonym	MONDO:0012321	oboInOwl:hasExactSynonym	Alzheimer disease 10
WARN	duplicate_label_synonym	MONDO:0012344	oboInOwl:hasExactSynonym	Alzheimer disease 11
WARN	duplicate_label_synonym	MONDO:0012609	oboInOwl:hasExactSynonym	Alzheimer disease 12
WARN	duplicate_label_synonym	MONDO:0012630	oboInOwl:hasExactSynonym	Alzheimer disease 13
WARN	duplicate_label_synonym	MONDO:0012631	oboInOwl:hasExactSynonym	Alzheimer disease 14
WARN	duplicate_label_synonym	MONDO:0014036	oboInOwl:hasExactSynonym	Alzheimer disease 17
WARN	duplicate_label_synonym	MONDO:0014265	oboInOwl:hasExactSynonym	Alzheimer disease 18
WARN	duplicate_label_synonym	MONDO:0014316	oboInOwl:hasExactSynonym	Alzheimer disease 19
WARN	duplicate_label_synonym	MONDO:0022880	oboInOwl:hasExactSynonym	corticobasal degeneration
WARN	duplicate_label_synonym	MOP:0000030	oboInOwl:hasExactSynonym	acetylation
WARN	duplicate_label_synonym	MP:0005331	oboInOwl:hasExactSynonym	insulin resistance
WARN	duplicate_label_synonym	NCIT:A11	oboInOwl:hasExactSynonym	Has_NICHD_Parent
WARN	duplicate_label_synonym	NCIT:A13	oboInOwl:hasExactSynonym	Related_To_Genetic_Biomarker
WARN	duplicate_label_synonym	NCIT:A24	oboInOwl:hasExactSynonym	Is_PCDC_AML_Permissible_Value_For_Variable
WARN	duplicate_label_synonym	NCIT:A28	oboInOwl:hasExactSynonym	Is_PCDC_EWS_Permissible_Value_For_Variable
WARN	duplicate_label_synonym	NCIT:C100762	oboInOwl:hasExactSynonym	Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Questionnaire
WARN	duplicate_label_synonym	NCIT:C102114	oboInOwl:hasExactSynonym	Clinical Dementia Rating Questionnaire
WARN	duplicate_label_synonym	NCIT:C103400	oboInOwl:hasExactSynonym	FDG-Positron Emission Tomography
WARN	duplicate_label_synonym	NCIT:C105165	oboInOwl:hasExactSynonym	Disability Assessment for Dementia Questionnaire
WARN	duplicate_label_synonym	NCIT:C105166	oboInOwl:hasExactSynonym	Alzheimer's Disease Cooperative Study Activities of Daily Living Inventory Questionnaire
WARN	duplicate_label_synonym	NCIT:C106697	oboInOwl:hasExactSynonym	Geriatric Depression Scale Questionnaire
WARN	duplicate_label_synonym	NCIT:C106888	oboInOwl:hasExactSynonym	Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory Mild Cognitive Impairment Questionnaire
WARN	duplicate_label_synonym	NCIT:C111794	oboInOwl:hasExactSynonym	Notch Receptor Intracellular Domain
WARN	duplicate_label_synonym	NCIT:C116450	oboInOwl:hasExactSynonym	Arterial Spin Labeling Magnetic Resonance Imaging
WARN	duplicate_label_synonym	NCIT:C117960	oboInOwl:hasExactSynonym	Diagnostic Criteria
WARN	duplicate_label_synonym	NCIT:C117997	oboInOwl:hasExactSynonym	Extrapyramidal Symptom Rating Scale-Abbreviated Clinical Classification
WARN	duplicate_label_synonym	NCIT:C118457	oboInOwl:hasExactSynonym	N-Methyl-D-Aspartate Receptor
WARN	duplicate_label_synonym	NCIT:C118892	oboInOwl:hasExactSynonym	FOXO Family
WARN	duplicate_label_synonym	NCIT:C1192	oboInOwl:hasExactSynonym	Phosphatidylinositol 4,5-bisphosphate
WARN	duplicate_label_synonym	NCIT:C120257	oboInOwl:hasExactSynonym	California Verbal Learning Test - Second Edition
WARN	duplicate_label_synonym	NCIT:C123667	oboInOwl:hasExactSynonym	Montreal Cognitive Assessment Functional Test
WARN	duplicate_label_synonym	NCIT:C123668	oboInOwl:hasExactSynonym	Rey Auditory Verbal Learning Functional Test
WARN	duplicate_label_synonym	NCIT:C12534	oboInOwl:hasExactSynonym	Non-Granular Leukocyte
WARN	duplicate_label_synonym	NCIT:C125410	oboInOwl:hasExactSynonym	Have Difficulty Swallowing
WARN	duplicate_label_synonym	NCIT:C125913	oboInOwl:hasExactSynonym	Have Indigestion
WARN	duplicate_label_synonym	NCIT:C129326	oboInOwl:hasExactSynonym	Resting State Functional Connectivity Magnetic Resonance Imaging
WARN	duplicate_label_synonym	NCIT:C129646	oboInOwl:hasExactSynonym	Vascular Endothelial Growth Factor Family
WARN	duplicate_label_synonym	NCIT:C131258	oboInOwl:hasExactSynonym	MT-RNR2 Gene
WARN	duplicate_label_synonym	NCIT:C137847	oboInOwl:hasExactSynonym	Current Difficulty Learning New Tasks or Instructions
WARN	duplicate_label_synonym	NCIT:C14211	oboInOwl:hasExactSynonym	Guinea Pig
WARN	duplicate_label_synonym	NCIT:C143955	oboInOwl:hasExactSynonym	Blood Inflammatory Marker
WARN	duplicate_label_synonym	NCIT:C150129	oboInOwl:hasExactSynonym	Circulating Protein
WARN	duplicate_label_synonym	NCIT:C15206	oboInOwl:hasExactSynonym	Clinical Study
WARN	duplicate_label_synonym	NCIT:C15262	oboInOwl:hasExactSynonym	Immunotherapy
